Title,Word Frequency,Sentiment,Length,Number of Characters,Entity Frequency,Topics,Genres
BEETLEJUICE BEETLEJUICE,"{'♪': 20, 'me': 10, '[': 6, ']': 6, 'say': 6, 'and': 5, ',': 5, 'day': 5, 'come': 4, '-': 3, 'daylight': 3, 'want': 3, 'to': 3, 'go': 3, 'tally': 2, 'rumbling': 2, 'intriguing': 1, 'string': 1, 'music': 1, 'playing': 1, 'day-o': 1, 'day-ay-o': 1, 'mister': 1, 'man': 1, 'banana': 1, 'choir': 1, 'echoing': 1, 'day-ay-ay-o': 1, 'crackling': 1, 'growling': 1, 'screaming': 1, 'the': 1, 'juice': 1, 'is': 1, 'loose': 1, '.': 1, 'thunder': 1, 'home': 1, 'bell': 1, 'tolling': 1}",0.1115384615384615,454,2,"{'PERSON': 5, 'ORG': 1}","[{'[': 0.087, '♪""\')': 0.087}, {']': 0.023, '[""\')': 0.023}, {'me': 0.074, 'say""\')': 0.056}]","['Fantasy', 'Comedy']"
Road House,"{'.': 35, ',': 19, 'you': 17, 'i': 15, '’': 14, '?': 12, 'a': 12, 'it': 8, 'like': 7, 'the': 7, 'to': 6, 'me': 6, '...': 5, 's': 5, 'is': 4, 'just': 4, 't': 4, 'can': 4, 'that': 4, 'he': 4, 'get': 4, 'have': 3, 'about': 3, 'no': 3, 'one': 3, 'dalton': 3, '!': 3, 'this': 3, 'of': 3, 'let': 3, 'do': 2, 'what': 2, 'your': 2, 'good': 2, 'oh': 2, 'are': 2, 'alright': 2, 'fight': 2, 'ever': 2, 'elwood': 2, 'll': 2, 'friend': 2, 'in': 2, 'car': 2, 'big': 2, 'guy': 2, 'got': 2, 'his': 2, 'take': 2, 'tell': 2, 'but': 2, 'wants': 2, 'people': 2, 'around': 2, 'here': 2, 're': 2, 'before': 1, 'we': 1, 'start': 1, 'insurance': 1, 'coverage': 1, 'dental': 1, 'haha': 1, 'there': 1, 'hospital': 1, 'nearby': 1, 'too': 1, 'far': 1, 'twenty-five': 1, 'minutes': 1, 'd': 1, 'say': 1, 'slapped': 1, 'so': 1, 'win': 1, 'wins': 1, 'ain': 1, 'holiday': 1, 'inn': 1, 'pal': 1, '--': 1, 'move': 1, 'mine': 1, 'suggested': 1, 'come': 1, 'talk': 1, 'own': 1, 'roadhouse': 1, 'out': 1, 'florida': 1, 'keys': 1, 'lately': 1, 'been': 1, 'attracting': 1, 'wrong': 1, 'clientele': 1, 'pay': 1, 'money': 1, 'judging': 1, 'by': 1, 'need': 1, 'well': 1, 'my': 1, 'think': 1, 'know': 1, 'who': 1, 'fan': 1, 'man': 1, 'knife': 1, 'under': 1, 'shirt': 1, 'step': 1, 'back': 1, 'and': 1, 'pop': 1, 'him': 1, 'face': 1, 'bouncer': 1, 'acts': 1, 'all': 1, 'nice': 1, 'mr.': 1, 'rogers': 1, 'or': 1, 'something': 1, 'then': 1, ""'ll"": 1, 'haul': 1, 'off': 1, 'really': 1, 'interesting': 1, 'overall': 1, 'brandt': 1, 'road': 1, 'house': 1, 'away': 1, 'from': 1, 'build': 1, 'some': 1, 'resort': 1, 'should': 1, 'warn': 1, 'certain': 1, 'way': 1, 'getting': 1, 'things': 1, 'done': 1, 'hey': 1, 'fellas': 1, 'looks': 1, 'having': 1, 'smashing': 1, 'night': 1, 'tip': 1, 'for': 1, 'don': 1, 'close': 1, 'guess': 1, 'gon': 1, 'na': 1, 'threaten': 1, 'outta': 1, 'town': 1, 'impression': 1, 'be': 1, 'threatened': 1, 'once': 1, 'knox': 1, 'on': 1, 'job': 1, 'over': 1, 'baby': 1, 'takes': 1, 'lot': 1, 'angry': 1, 'when': 1, 'am': 1, 'go': 1, 'seem': 1, 'little': 1, 'aggressive': 1, 'yours': 1, 'broke': 1, 'arm': 1}",0.1911160714285714,1541,51,"{'PERSON': 5, 'FAC': 2, 'ORG': 2, 'CARDINAL': 1}","[{',': 0.045, '?""\')': 0.032}, {'you': 0.038, 'I""\')': 0.034}, {',': 0.044, '’""\')': 0.038}]","['Action', 'Thriller']"
Amar Singh Chamkila,"{'.': 37, ',': 11, 'you': 10, 'i': 10, 'a': 9, 'to': 7, 'chamkila': 5, 'are': 5, '?': 5, 'they': 5, 'for': 4, 'songs': 4, 'and': 4, 'it': 4, '’': 4, 'what': 4, 'the': 3, 'of': 3, 'my': 3, 'have': 3, '!': 3, 'he': 3, 'is': 3, 'sing': 3, 'his': 2, 'vulgar': 2, 'your': 2, 'me': 2, 'knit': 2, 'socks': 2, 'music': 2, 'who': 2, 'be': 2, 'name': 2, ""'s"": 2, 'on': 2, 'now': 2, 'know': 2, 'want': 2, 'that': 2, 'happened': 2, 'lot': 2, 'our': 2, 'come': 2, 'out': 2, ""'ve"": 2, 'job': 2, 'shoot': 2, 'so': 2, 'will': 2, 'we': 2, 'wanted': 2, 'elvis': 1, 'punjab': 1, 'known': 1, 'worldwide': 1, 'ca': 1, ""n't"": 1, 'get': 1, 'head': 1, 'round': 1, 'let': 1, 'explain': 1, 'at': 1, 'factory': 1, 'although': 1, 'plays': 1, 'in': 1, 'mind': 1, '24/7': 1, 'm': 1, 'nobody': 1, 'today': 1, '-but': 1, ""'ll"": 1, 'famous': 1, 'soon': 1, '-yes': 1, 'amar': 1, 'singh': 1, 'announced': 1, 'wrong': 1, 'sangila': 1, 'go': 1, 's': 1, 'going': 1, 'remember': 1, 'tomorrow': 1, 'something': 1, 'sure': 1, 'people': 1, 'hear': 1, 'enjoy': 1, 'can': 1, 'give': 1, 'them': 1, 'needed': 1, 'partner': 1, 'mean': 1, 'shows': 1, 'as': 1, 'singer': 1, 'heard': 1, 'any': 1, 'then': 1, 'sang': 1, 'became': 1, 'hit': 1, 'pair': 1, 'd': 1, 'mentioned': 1, 'earlier': 1, 'other': 1, 'artists': 1, 'great': 1, 'but': 1, 'own': 1, 'selling': 1, 'writes': 1, 'such': 1, 'nonsense': 1, 'about': 1, 'women': 1, 'why': 1, 'don': 1, 't': 1, 'stop': 1, 'him': 1, 'summoned': 1, 'here': 1, 'warning': 1, 'shooters': 1, 'their': 1, 'singers': 1, 'always': 1, 'see': 1, 'myself': 1, 'silver': 1, 'screen': 1, 'hero': 1, 'really': 1, 'too': 1, 'all': 1, 'punjabis': 1}",0.0526785714285714,1206,45,"{'PERSON': 5, 'GPE': 3, 'DATE': 2, 'PRODUCT': 1}","[{'a': 0.041, 'Chamkila""\')': 0.029}, {'?': 0.03, 'you""\')': 0.029}, {'I': 0.034, 'to""\')': 0.034}]","['Drama', 'Music']"
HAROLD AND THE PURPLE CRAYON,"{'!': 21, ':': 16, '.': 14, ',': 6, 'woah': 6, 'harold': 5, 'the': 5, 'narrator': 5, 'is': 4, 'that': 4, '’': 4, 'crayon': 3, 'world': 3, 'of': 3, 'this': 3, 's': 3, 'gary': 3, 'you': 3, 'what': 3, '?': 3, 'sean': 3, 'with': 2, 'anything': 2, 'possible': 2, '♪♪': 2, 'a': 2, '...': 2, 'they': 2, 'and': 2, 'characters': 2, 'there': 2, 'real': 2, 'woo': 2, 'ah': 2, 'terrifying': 2, 'do': 2, 'oh': 2, 'thinking': 2, 'when': 1, 'someone': 1, 'tells': 1, 'story': 1, 'create': 1, 'an': 1, 'entire': 1, 'usually': 1, 'stay': 1, 'but': 1, 'are': 1, 'legends…': 1, 'so': 1, '-woo': 1, 'step': 1, 'right': 1, 'into': 1, 'hoo': 1, 'let': 1, 'see': 1, 'how': 1, 'baby': 1, 'works': 1, 'in': 1, '[': 1, 'all': 1, ']': 1, 'now': 1, 'creative': 1, 'terri-': 1, 'know': 1, 'brought': 1, 'to': 1, 'life': 1, 'it': 1, ""'s"": 1, 'your': 1, 'made': 1, 'most': 1, 'mysterious': 1, 'powerful': 1, 'extraordinary': 1, 'stuff': 1, 'on': 1, 'earth': 1, 'wax': 1, 'pure': 1, 'imagination': 1, 'mel': 1, 'fly': 1, 'higher': 1, 'okay': 1, 'i': 1, 'am': 1, 'getting': 1, 'really': 1, 'good': 1, 'at': 1, 'yay': 1, 'mom': 1, 'awesome': 1, 'were': 1, 'no': 1, 'honestly': 1, 'i-i': 1, 'don': 1, 't': 1, 'lot': 1, 'true': 1}",0.2258023877164501,901,39,"{'PERSON': 10, 'NORP': 3, 'LOC': 1}","[{':': 0.065, '.""\')': 0.043}, {'Narrator': 0.043, '.""\')': 0.043}, {'you': 0.037, '?""\')': 0.037}]","['Adventure', 'Family', 'Fantasy', 'Comedy']"
Fallout,"{'.': 27, 'you': 15, 'the': 13, 'to': 11, 'a': 9, ',': 7, 'i': 6, 'of': 5, 'is': 5, 'there': 4, 'here': 4, '?': 4, 'be': 3, 'in': 3, 'vault': 3, 'should': 3, 'world': 3, 'come': 3, 'me': 3, 'what': 3, ""'s"": 3, 'out': 3, 'very': 3, ""'m"": 2, 'not': 2, 'by': 2, 'but': 2, 'need': 2, 'day': 2, 'after': 2, 'everyone': 2, 'up': 2, ""'re"": 2, 'it': 2, ""n't"": 2, 'like': 2, ""'ve"": 2, 'going': 2, 'hurt': 2, 'people': 2, 'they': 2, 'hello': 1, 'show': 1, 'a…': 1, 'wonderful': 1, 'place': 1, 'veritable': 1, 'camelot': 1, 'nuclear': 1, 'age…': 1, 'made': 1, 'god': 1, 'almighty': 1, 'working': 1, 'man': 1, 'could': 1, 'hero': 1, 'purchasing': 1, 'residence': 1, 'vault-tec': 1, 'today': 1, 'because': 1, 'if': 1, 'worst': 1, 'happen': 1, 'tomorrow': 1, 'gon': 1, 'na': 1, 'build': 1, 'better': 1, 'mission': 1, 'vaults': 1, 'important': 1, 'surface': 1, 'one': 1, 'and': 1, 'restart': 1, 'civilization': 1, 'can': 1, 'tell': 1, 'happened': 1, 'last': 1, '200': 1, 'years': 1, 'holy': 1, 'shit': 1, 'an': 1, 'actual': 1, 'dweller': 1, 'am': 1, 'thought': 1, 'all': 1, 'dipshits': 1, 'were': 1, 'dead': 1, 'doing': 1, 'insane': 1, 'big': 1, 'had': 1, 'rough': 1, 'week': 1, 'practically': 1, 'every': 1, 'person': 1, 'met': 1, 'has': 1, 'tried': 1, 'kill': 1, 'simply': 1, 'harvest': 1, 'your': 1, 'organs': 1, 'huh': 1, 'go': 1, 'home': 1, 'from': 1, 'rules': 1, 'laws': 1, 'alone': 1, 'why': 1, 'did': 1, 'join': 1, 'brotherhood': 1, 'who': 1, 'are': 1, 'ai': 1, 'much': 1, 'stays': 1, 'clean': 1, 'vaultie': 1, 'well': 1, 'now': 1, 'that': 1, 'small': 1, 'drop': 1, 'large': 1, 'bucket': 1, 'drugs': 1, 'look': 1, 'at': 1, 'this': 1, 'wasteland…': 1, 'looks': 1, 'chaos': 1, 'always': 1, 'somebody': 1, 'behind': 1, 'wheel': 1, 'happening': 1, 'wants': 1, 'save': 1, 'just…': 1, 'disagree': 1, 'on': 1, 'how': 1, 'are…': 1, 'little': 1, 'killer': 1}",-0.0245927318295739,1310,31,"{'DATE': 4, 'ORG': 3, 'PERSON': 2, 'LOC': 1}","[{'to': 0.034, 'I""\')': 0.029}, {'.': 0.043, ',""\')': 0.027}, {'a': 0.04, 'you""\')': 0.035}]","['Action', 'Science Fiction']"
Civil War,"{'.': 4, 'of': 3, 'the': 3, 'to': 3, 'and': 2, 'as': 2, 'trying': 2, 'kill': 2, 'citizens': 1, 'america': 1, 'people': 1, 'florida': 1, 'alliance': 1, 'western': 1, 'forces': 1, 'texas': 1, 'california': 1, 'will': 1, 'be': 1, 'welcome': 1, 'back': 1, 'these': 1, 'united': 1, 'states': 1, 'soon': 1, 'their': 1, 'illegal': 1, 'secessionist': 1, 'government': 1, 'is': 1, 'deposed': 1, 'you': 1, 'do': 1, ""n't"": 1, 'know': 1, 'what': 1, 'side': 1, 'they': 1, ""'re"": 1, 'fighting': 1, 'for': 1, '?': 1, 'someone': 1, ""'s"": 1, 'us': 1, 'we': 1, 'are': 1, 'them': 1}",0.075,311,5,"{'GPE': 3, 'ORG': 2, 'NORP': 1}","[{'to': 0.042, '.""\')': 0.042}, {'Citizens': 0.065, 'America""\')': 0.065}, {'kill': 0.039, '?""\')': 0.039}]","['Action', 'Science Fiction', 'Drama']"
ATLAS,"{'?': 4, '!': 4, '.': 4, 'you': 3, 'thrusters': 3, 'do': 2, 'copy': 2, 'fire': 2, 'mayday…': 1, 'drop': 1, 'it': 1, 'oh': 1, 'god': 1, 'altitude': 1, 'warning': 1, '-fire': 1, '-yes': 1, ',': 1, 'now': 1, 'mission': 1, 'control': 1, 'this': 1, 'is': 1, 'atlas': 1, 'shepherd': 1, 'can': 1, 'hear': 1, 'me': 1}",0.0,186,11,{'PERSON': 4},"[{'?': 0.091, 'Do""\')': 0.064}, {'thrusters': 0.072, 'fire""\')': 0.071}, {'?': 0.076, 'hear""\')': 0.075}]","['Action', 'Science Fiction']"
Unfrosted,"{'.': 38, 'the': 15, '?': 9, ""'s"": 7, ',': 6, 'and': 6, 'it': 6, 'to': 6, 'you': 6, 'breakfast': 5, 'is': 5, 'this': 5, 'we': 4, 'of': 4, 'cereal': 4, 'post': 4, 'a': 4, 'did': 4, 'are': 3, 'i': 3, 'have': 3, 'kellogg': 3, '-no': 3, 'they': 3, 'about': 3, 'that': 3, 'with': 3, ""'re"": 3, 'for': 2, 'liftoff': 2, 'american': 2, 'was': 2, 'world': 2, 'from': 2, 'company': 2, 'how': 2, 'think': 2, 'people': 2, 'very': 2, 'win': 2, 'what': 2, 'old': 2, 'gon': 2, 'na': 2, 'thing': 2, ""'em"": 2, 'up': 2, 'why': 2, 'ground': 1, 'control': 1, 'go': 1, 'launch': 1, 't-minus': 1, 'three…': 1, 'two…': 1, 'one': 1, 'believe': 1, 'split': 1, 'atom': 1, 'in': 1, 'early': 1, '1960s': 1, 'morning': 1, 'defined': 1, 'by': 1, 'milk': 1, 'two': 1, 'undisputed': 1, 'giants': 1, 'were': 1, 'major': 1, 'news': 1, 'has': 1, 'reportedly': 1, 'invented': 1, 'shelf-stable': 1, 'fruit': 1, 'pastry': 1, 'product': 1, '-yeah': 1, 'boy': 1, ""'m"": 1, 'finally': 1, 'crush': 1, 'big': 1, 'red': 1, '``': 1, 'k': 1, ""''"": 1, 'never': 1, 'stops': 1, 'glaring': 1, 'at': 1, 'me': 1, 'do': 1, 'there': 1, 'always': 1, 'surprise': 1, 'inside': 1, 'box': 1, '-i': 1, 'wonder': 1, 'if': 1, 'used': 1, 'xanthan': 1, 'gum': 1, '-xanthan': 1, 'entering': 1, 'race': 1, 'reinvent': 1, 'help': 1, 'steve': 1, 'schwinn': 1, 'chef': 1, 'boyardee': 1, 'jack': 1, 'lalanne': 1, 'stacking': 1, 'deck': 1, 'ringers': 1, 'know': 1, 'isaiah': 1, 'lamb': 1, 'quaker': 1, 'some': 1, 'powerful': 1, 'upset': 1, 'making': 1, 'any': 1, 'progress': 1, 'not': 1, 'scale': 1, 'but…': 1, 'guys': 1, 'five': 1, 'years': 1, 'little': 1, 'john-john': 1, 'draws': 1, 'better': 1, 'than': 1, ""something's"": 1, 'wrong': 1, 'him': 1, 'nobody': 1, 'said': 1, 'be': 1, 'easy': 1, 'talkin': 1, ""'"": 1, 'happy': 1, 'childhoods': 1, 'millions': 1, 'kids': 1, 'important': 1, 'name': 1, '-fruit-magoos': 1, '-heat': 1, 'eat': 1, 'ups': 1, 'sale': 1, 'oblong': 1, 'nibblers': 1, 'joke': 1, 'whoever': 1, 'gets': 1, 'shelves': 1, 'first': 1, 'give': 1, 'tarts': 1, 'man': 1, '!': 1, 'get': 1, 'far': 1, 'things': 1, 'happen': 1, ""n't"": 1, 'my': 1, 'husband': 1, 'explode': 1}",0.2082539682539682,1541,48,"{'ORG': 9, 'PERSON': 5, 'DATE': 2, 'NORP': 2, 'CARDINAL': 2, 'ORDINAL': 1}","[{'?': 0.03, 'did""\')': 0.025}, {'the': 0.043, '\\\'s""\')': 0.037}, {'this': 0.028, 'a""\')': 0.021}]","['Comedy', 'History']"
Maidaan,"{'.': 20, 'the': 13, ',': 8, 'you': 7, 'one': 7, 'a': 6, 'your': 6, 'we': 5, 'not': 4, 'can': 4, 'team': 4, '?': 4, 'i': 4, 'are': 3, 'world': 3, 'football': 3, 'for': 3, 'is': 3, 'who': 3, 'any': 3, 'to': 3, 'has': 3, 'that': 3, 'will': 3, 'win': 3, '...': 3, 'even': 2, 'us': 2, 'get': 2, 'plays': 2, 'on': 2, '!': 2, 'mr.': 2, 'play': 2, 'in': 2, 'position': 2, 'but': 2, 'if': 2, 'of': 2, 'no': 2, 'dream': 2, '-': 2, 'as': 2, 'largest': 1, 'country': 1, 'richest': 1, 'half': 1, 'does': 1, 'know': 1, 'recognition': 1, 'because': 1, 'entire': 1, 'so': 1, 'next': 1, '10': 1, 'years': 1, 'must': 1, 'focus': 1, 'making': 1, 'india': 1, 'world-class': 1, 'mom': 1, 'husband': 1, 'here': 1, 'second': 1, 'wife': 1, 'have': 1, 'formed': 1, 'ravinder': 1, 'am': 1, 'looking': 1, 'players': 1, 'need': 1, 'tall': 1, 'goalkeeper': 1, 'want': 1, 'into': 1, 'asian': 1, 'games': 1, 'level': 1, 'performance': 1, 'improve': 1, 's.a.': 1, 'rahim': 1, 'heard': 1, 'he': 1, 'picked': 1, 'up': 1, 'guy': 1, 'from': 1, 'slums': 1, 'secunderabad': 1, '19-year-old': 1, 'boy': 1, 'local': 1, 'tournaments': 1, 'been': 1, 'placed': 1, 'striker': 1, ""'s"": 1, 'expects': 1, 'think': 1, 'beat': 1, 'and': 1, 'what': 1, 'lose': 1, 'then': 1, 'never': 1, 'coach': 1, 'ever': 1, 'again': 1, 'only': 1, 'paid': 1, 'price': 1, 'this': 1, 'was': 1, 'our': 1, 'too': 1, 'government': 1, 'hope': 1, 'medal': 1, 'be': 1, 'able': 1, 'yes': 1, 'sir': 1, 'thought': 1, 'belief': 1, 'heart': 1, 'why': 1, 'enter': 1, 'field': 1, 'eleven': 1}",0.2666666666666666,1111,27,"{'CARDINAL': 4, 'DATE': 2, 'GPE': 2, 'PERSON': 2, 'ORDINAL': 1, 'EVENT': 1}","[{'the': 0.043, ',""\')': 0.039}, {'who': 0.028, 'I""\')': 0.02}, {'the': 0.037, 'can""\')': 0.036}]",['Drama']
YODHA,"{'the': 3, '.': 3, ""'s"": 3, 'and': 2, 'has': 2, 'ladies': 1, 'gentlemen': 1, ',': 1, 'plane': 1, 'eight': 1, 'emergency': 1, 'exits': 1, 'if': 1, 'you': 1, 'do': 1, ""n't"": 1, 'wish': 1, 'to': 1, 'fall': 1, 'out': 1, 'remain': 1, 'seated': 1, 'with': 1, 'your': 1, 'seat': 1, 'belts': 1, 'fastened': 1, 'there': 1, 'a': 1, 'storm': 1, 'up': 1, 'ahead': 1, 'pilot': 1, 'squawked': 1, '7500.': 1, 'it': 1, 'an': 1, 'official': 1, 'hijack': 1, 'now': 1, 'who': 1, 'on-flight': 1, 'commando': 1, '?': 1}",0.0,251,5,{'CARDINAL': 2},"[{'has': 0.049, '.""\')': 0.049}, {'an': 0.048, 'hijack""\')': 0.048}, {'a': 0.061, 'storm""\')': 0.061}]","['Drama', 'Action']"
The Truth vs. Alex Jones,"{'.': 47, ':': 15, 'a': 12, 'it': 12, 'the': 12, 'is': 11, 'you': 10, ',': 10, 'and': 10, ""'s"": 9, 'speaker': 8, 'jones': 7, 'i': 7, 'to': 7, 'this': 7, 'that': 6, 'of': 5, 'people': 4, 'truth': 4, 'believe': 4, 'alex': 3, 'for': 3, 'in': 3, 'they': 3, 'infowars': 3, 'was': 3, 'tell': 3, 'not': 3, 'need': 3, 'so': 2, 'us': 2, 'shooting': 2, 'after': 2, 'our': 2, 'then': 2, 'staged': 2, 'when': 2, 'turned': 2, 'most': 2, 'being': 2, 'but': 2, 'more': 2, 'than': 2, 'he': 2, 'story': 2, 'what': 2, ""n't"": 2, '?': 2, 'all': 2, 'these': 2, 'getting': 2, 'show': 2, ""'re"": 2, '6': 2, 'have': 2, 'thank': 1, 'much': 1, 'joining': 1, 'there': 1, 'reported': 1, 'school': 1, 'connecticut': 1, 'said': 1, '``': 1, 'are': 1, 'going': 1, 'come': 1, 'guns': 1, 'look': 1, 'mass': 1, 'shootings': 1, ""''"": 1, 'magically': 1, 'happened': 1, 'world': 1, 'upside': 1, 'down': 1, 'again': 1, 'polarizing': 1, 'figure': 1, 'nation': 1, 'hard': 1, 'white': 1, 'person': 1, 'thought': 1, 'as': 1, 'fringe': 1, 'organization': 1, 'at': 1, 'its': 1, 'height': 1, 'were': 1, 'watching': 1, 'cnn': 1, 'unlike': 1, 'controlled': 1, 'media': 1, 'try': 1, 'government': 1, 'will': 1, 'during': 1, 'increased': 1, 'radiation': 1, 'levels': 1, 'iodine': 1, '2': 1, 'some': 1, 'into': 1, 'supplement': 1, 'got': 1, 'parents': 1, 'method': 1, 'acting': 1, 'green': 1, 'screens': 1, 'lies': 1, 'real': 1, 'do': 1, 'mean': 1, 'did': 1, 'happen': 1, '3': 1, 'started': 1, 'less': 1, '48': 1, 'hours': 1, 'grew': 1, 'exponentially': 1, 'we': 1, 'analyze': 1, 'videos': 1, 'now': 1, '4': 1, 'emails': 1, 'letters': 1, 'threatening': 1, '5': 1, 'contagion': 1, 'spreading': 1, 'billions': 1, 'only': 1, 'worse': 1, 'filed': 1, 'lawsuit': 1, 'against': 1, '-bailiff': 1, 'rise': 1, '-jones': 1, 'trial': 1, 'egregious': 1, 'case': 1, 'defamation': 1, 'american': 1, 'history': 1, 'seventy-five': 1, 'million': 1, 'sandy': 1, 'hook': 1, '-was': 1, '-': 1, '(': 1, 'sighs': 1, ')': 1, 'fed': 1, 'manipulated': 1, 'everything': 1, 'say': 1, 'true': 1, 'let': 1, 'talk': 1, 'about': 1, ""'"": 1, 'business': 1, 'model': 1, 'put': 1, 'out': 1, 'gets': 1, 'attention': 1, 'go': 1, 'infowarsstore.com': 1, '7': 1, 'actually': 1, 'an': 1, 'infomercial': 1, 'right': 1, 'families': 1, 'been': 1, 'hunted': 1, 'rich': 1, 'off': 1, 'just': 1, 'obvious': 1, 'doing': 1, 'how': 1, 'runs': 1, 'his': 1, 'empire': 1, 'needs': 1, 'be': 1, 'stopped': 1, 'judge': 1, 'must': 1, 'while': 1, 'testify': 1, 'told': 1, 'kangaroo': 1, 'court': 1, 'political': 1, 'action': 1, 'witch': 1, 'hunt': 1, 'your': 1, 'ladies': 1, 'gentlemen': 1, 'jury': 1, 'reached': 1, 'verdict': 1, 'hope': 1, 'accomplish': 1, 'era': 1, 'please': 1}",0.0910135582010581,2083,49,"{'PERSON': 9, 'CARDINAL': 9, 'ORG': 3, 'GPE': 1, 'TIME': 1, 'NORP': 1}","[{':': 0.03, ',""\')': 0.02}, {'is': 0.029, 'you""\')': 0.018}, {""\\'s"": 0.024, ':""\')': 0.024}]",['Documentary']
The First Omen,"{'.': 22, ""'s"": 9, 'it': 8, 'to': 7, 'real': 7, 'you': 6, 'margaret': 6, 'the': 6, 'not': 6, 'this': 5, '...': 5, 'of': 5, '?': 5, 'do': 4, 'for': 4, 'be': 3, 'is': 3, 'that': 3, 'father': 3, 'brennan': 3, ',': 3, 'no': 3, 'what': 3, 'lawrence': 2, ""n't"": 2, 'have': 2, 'has': 2, 'way': 2, 'girl': 2, 'at': 2, 'i': 2, 'her': 2, 'carlita': 2, 'very': 2, 'things': 2, 'will': 2, 'anjelica': 2, 'who': 2, 'believe': 2, 'mother': 2, 'afraid': 1, 'god': 1, 'great': 1, 'plans': 1, 'child': 1, 'his': 1, 'there': 1, 'orphanage': 1, 'think': 1, 'she': 1, 'really': 1, 'needs': 1, 'someone': 1, 'look': 1, 'out': 1, 'silvia': 1, 'suffers': 1, 'from': 1, 'a': 1, 'touch': 1, 'madness': 1, 'must': 1, 'careful': 1, 'bad': 1, 'start': 1, 'happen': 1, 'around': 1, 'evil': 1, 'all': 1, 'does': 1, 'any': 1, 'with': 1, 'church': 1, 'maintained': 1, 'power': 1, 'thousands': 1, 'years': 1, 'they': 1, 'stop': 1, 'nothing': 1, 'keep': 1, 'how': 1, 'control': 1, 'people': 1, 'longer': 1, 'create': 1, 'something': 1, 'fear': 1, 'mark': 1, 'devil': 1, 'hey': 1, '!': 1, 'said': 1}",-0.1361538461538461,939,28,"{'PERSON': 6, 'DATE': 1}","[{""\\'s"": 0.072, 'It""\')': 0.058}, {'You': 0.026, 'you""\')': 0.026}, {'.': 0.05, '...""\')': 0.043}]",['Horror']
Ripley,"{'.': 21, 'you': 12, ',': 8, '?': 6, 'the': 6, 'tom': 5, ""'re"": 5, ""'s"": 5, 'is': 5, 'i': 4, 'to': 4, 'what': 4, 'of': 4, 'in': 4, 'he': 4, 'a': 3, 'like': 3, 'on': 3, 'ripley': 2, 'dickie': 2, 'would': 2, ""n't"": 2, 'art': 2, 'right': 2, 'place': 2, 'people': 2, 'advantage': 2, 'do': 2, 'this': 2, '-i': 2, 'may': 1, 'ask': 1, 'describe': 1, 'thomas': 1, 'line': 1, 'work': 1, 'are': 1, 'accounting': 1, 'very': 1, 'hard': 1, 'man': 1, 'find': 1, 'came': 1, 'italy': 1, 'moved': 1, 'into': 1, 'house': 1, 'just': 1, 'go': 1, 'away': 1, '``': 1, 'well': 1, ""''"": 1, 'one': 1, 'those': 1, 'who': 1, 'takes': 1, 'taking': 1, 'have': 1, 'no': 1, 'idea': 1, 'talking': 1, 'about': 1, 'false': 1, 'ids': 1, 'bank': 1, 'letters…': 1, 'going': 1, 'crazy': 1, 'trust': 1, 'him': 1, 'liar': 1, 'it': 1, 'his': 1, 'profession': 1, 'corpse': 1, 'was': 1, 'found': 1, 'via': 1, 'appia': 1, 'antica': 1, 'struck': 1, 'head': 1, 'by': 1, 'some': 1, 'heavy': 1, 'instrument': 1, 'my': 1, 'god': 1, 'for': 1, 'living': 1, 'interfering': 1, ""'d"": 1, 'leave': 1, 'bet': 1, 'someone': 1, 'dead': 1, 'rome': 1, 'and': 1, 'signore': 1, 'missing': 1, 'situation': 1}",-0.1759672619047619,806,27,"{'PERSON': 8, 'GPE': 2, 'ORG': 2}","[{',': 0.039, 'the""\')': 0.032}, {',': 0.037, 'He""\')': 0.027}, {'You': 0.054, '\\\'re""\')': 0.05}]","['Thriller', 'Crime', 'Drama']"
