Title,Word Frequency,Sentiment,Length,Number of Characters,Entity Frequency,Topics,Genres
Horizon: An American Saga,"{'.': 17, '-': 13, 'i': 8, ',': 8, '♪♪♪': 7, 'of': 6, 'as': 6, '[': 6, ']': 6, 'to': 5, 'you': 4, 'the': 4, 'that': 4, '...': 4, 'all': 4, 'this': 4, 'no': 4, 'get': 4, 'and': 3, 'on': 3, 'they': 3, ""'re"": 3, 'enough': 3, ""'s"": 3, '!': 3, 'it': 3, 'have': 3, 'will': 2, 'be': 2, 'gon': 2, 'na': 2, 'wood': 2, 'out': 2, 'here': 2, 'in': 2, 'quick': 2, 'right': 2, ""'m"": 2, 'with': 2, 'can': 2, 'like': 2, 'a': 2, 'man': 2, 'breathe': 2, 'baby': 2, 'much': 2, 'are': 1, 'standing': 1, 'guard': 1, 'one': 1, 'last': 1, 'great': 1, 'open': 1, 'spaces': 1, 'these': 1, 'people': 1, 'think': 1, 'if': 1, 'tough': 1, 'smart': 1, 'mean': 1, 'theirs': 1, 'someday': 1, 'there': 1, 'army': 1, 'earth': 1, 'stop': 1, 'those': 1, 'wagons': 1, 'coming': 1, 'little': 1, 'wanted': 1, 'rattling': 1, 'knife': 1, 'zips': 1, 'hits': 1, 'bullets': 1, 'flying': 1, 'girl': 1, 'shrieks': 1, 'them': 1, 'come': 1, 'dad': 1, 'woman': 1, 'vocalizing': 1, 'trying': 1, 'do': 1, 'is': 1, 'many': 1, 'us': 1, 'far': 1, ""'d"": 1, 'just': 1, 'drink': 1, 'tonight': 1, 'someone': 1, 'who': 1, 'knows': 1, 'how': 1, 'act': 1, 'not': 1, 'taking': 1, 'full': 1, 'measure': 1, 'mary': 1, 'know': 1, 'met': 1, 'was': 1, 'his': 1, 'way': 1, 'kill': 1, 'everyone': 1, 'house': 1, 'he': 1, 'might': 1, 'well': 1, 'been': 1, 'walking': 1, 'mail': 1, 'for': 1, 'bothered': 1, 'him': 1, 'what': 1, 'build': 1, 'burn': 1, 'down': 1, 'use': 1, 'year': 1, '?': 1, ""n't"": 1, 'had': 1, 'need': 1, 'yet': 1, 'chuckles': 1, 'looks': 1, 'we': 1, 'got': 1, 'ourselves': 1, 'bad': 1}",0.0936106386999244,1064,22,"{'PERSON': 5, 'ORG': 2, 'CARDINAL': 1, 'TIME': 1, 'DATE': 1}","[{'I': 0.034, '.""\')': 0.033}, {'-': 0.032, 'the""\')': 0.024}, {'.': 0.049, ',""\')': 0.046}]","['Western', 'Drama']"
The Gentlemen,"{'.': 21, ',': 15, 'to': 11, 'the': 10, 'i': 8, 'you': 8, 'in': 6, 'are': 5, 'a': 5, '?': 5, 'with': 4, ""n't"": 3, 'this': 3, 'and': 3, 'be': 3, 'your': 3, 'what': 3, 'criminals': 3, 'did': 2, 'for': 2, 'of': 2, 'title': 2, 'no': 2, 'business': 2, 'there': 2, 'have': 2, 'down': 2, 'as': 2, 'house': 2, ""'s"": 2, 'people': 2, 'jungle': 2, 'do': 2, 'think': 2, 'off': 2, ""'m"": 2, 'it': 2, 'we': 2, 'ask': 1, 'any': 1, 'has': 1, 'practical': 1, 'value': 1, 'is': 1, 'broken': 1, 'holes': 1, 'roof': 1, 'staff': 1, 'revolting': 1, 'brother': 1, 'coke-sniffing': 1, 'cunt': 1, 'allow': 1, 'me': 1, 'introduce': 1, 'myself': 1, 'used': 1, 'father': 1, 'certain': 1, 'interests': 1, 'need': 1, 'discuss': 1, 'now': 1, 'happens': 1, 'must': 1, 'come': 1, 'shock': 1, 'inheriting': 1, 'new': 1, 'landlord': 1, 'will': 1, 'receive': 1, 'significant': 1, 'amount': 1, 'money': 1, 'return': 1, 'letting': 1, 'us': 1, 'carry': 1, 'out': 1, 'our': 1, 'activities': 1, 'like': 1, 'duke': 1, 'innit': 1, 'f…': 1, 'either': 1, 'survive': 1, 'or': 1, 'exist': 1, 'zoo': 1, 'john': 1, 'should': 1, 'fuck': 1, 'back': 1, 'country': 1, 'wank': 1, 'spaniel': 1, 'gon': 1, 'na': 1, 'remove': 1, 'their': 1, 'interest': 1, 'from': 1, 'estate': 1, 'create': 1, 'problem': 1, 'trying': 1, 'help': 1, 'deal': 1, 'one': 1, 'walks': 1, 'away': 1, 'keep': 1, 'him': 1, 'under': 1, 'manners': 1, 'these': 1, 'serious': 1, 'although': 1, 'they': 1, 'appear': 1, 'house-trained': 1, 'deceived': 1, 'by': 1, 'facade': 1, 'so': 1, 'order': 1, 'stop': 1, 'ourselves': 1, 'being': 1, 'associated': 1, 'going': 1, 'become': 1, ""'re"": 1, 'not': 1, 'freddy': 1, 'welcome': 1, 'lapsang': 1, 'souchong': 1}",0.0081204906204906,1171,26,"{'PERSON': 2, 'GPE': 1}","[{'to': 0.056, 'I""\')': 0.047}, {'the': 0.043, 'in""\')': 0.031}, {'a': 0.033, 'the""\')': 0.033}]","['Action', 'Crime', 'Comedy']"
The Flash,"{'-': 25, '.': 19, 'you': 12, '♪♪♪': 10, 'i': 10, '...': 10, 'to': 7, '[': 7, ']': 7, '!': 6, 'the': 5, 'what': 5, '?': 5, 'we': 5, 'parents': 4, 'back': 4, 'do': 4, 'my': 3, 'did': 3, ',': 3, 'this': 3, ""'re"": 3, 'lost': 2, 'who': 2, 'right': 2, 'past': 2, 'if': 2, 'it': 2, ""n't"": 2, 'in': 2, 'went': 2, 'and': 2, 'changed': 2, 'get': 2, 'nuts': 2, 'let': 2, ""'s"": 2, 'have': 2, 'not': 2, 'fix': 2, 'your': 2, 'screaming': 2, 'no': 2, 'that': 1, 'pain': 1, 'made': 1, 'me': 1, 'am': 1, 'spent': 1, 'a': 1, 'lifetime': 1, 'trying': 1, 'wrongs': 1, 'of': 1, 'as': 1, 'fighting': 1, 'crime': 1, 'would': 1, 'bring': 1, 'actually': 1, 'ca': 1, 'imagine': 1, ""'ve"": 1, 'been': 1, 'through': 1, 'love': 1, 'monkey': 1, 'laughter': 1, 'both': 1, 'one': 1, 'day': 1, 'barry': 1, 'call': 1, '911': 1, 'now': 1, 'time': 1, 'save': 1, 'but': 1, 'instead': 1, 'completely': 1, 'broke': 1, 'universe': 1, 'world': 1, 'must': 1, 'die': 1, 'future': 1, 'know': 1, 'symbol': 1, 'stands': 1, 'for': 1, 'means': 1, 'hope': 1, 'will': 1, 'help': 1, 'fight': 1, 'zod': 1, 'want': 1, 'wings': 1, 'flapping': 1, 'chirping': 1, 'undo': 1, 'these': 1, 'scars': 1, 'make': 1, 'us': 1, 'are': 1, 'meant': 1, 'go': 1, 'them': 1, 'tragedy': 1, 'define': 1, 'grunts': 1, 'matter': 1, 'gon': 1, 'na': 1, 'be': 1, 'able': 1, 'nobody': 1, 'dies': 1, 'wind': 1, 'whistling': 1, 'strapped': 1, 'parachutes': 1, 'where': 1, 'yours': 1, 'whoo': 1, 'yells': 1}",0.0979910714285714,1097,31,"{'PERSON': 3, 'ORG': 2, 'PRODUCT': 1, 'DATE': 1}","[{'-': 0.057, 'I""\')': 0.045}, {'-': 0.046, '♪♪♪""\')': 0.038}, {'...': 0.036, '!""\')': 0.028}]","['Action', 'Adventure', 'Science Fiction']"
TAROT  –,"{':': 14, 'voices': 11, '.': 11, '[': 9, ']': 9, '?': 8, '’': 7, 's': 6, 'the': 5, 'to': 4, 'you': 4, 'who': 3, 'scream': 2, 'cards': 2, 'one': 2, 'with': 2, 'this': 2, ',': 2, 'your': 2, 'will': 2, 'elise': 2, 'deck': 2, 'rule': 2, 'of': 2, 'crash': 2, 'shuffling': 1, 'welcome': 1, 'circle': 1, 'more': 1, 'at': 1, 'heart': 1, 'final': 1, 'card': 1, 'meeting': 1, 'start': 1, 'that': 1, 'terrifying': 1, 'yeah': 1, 'whole': 1, 'kinda': 1, 'strange': 1, 'haley': 1, 'where': 1, 'did': 1, 'find': 1, 'them': 1, 'whispers': 1, 'it': 1, 'an': 1, 'unspoken': 1, 'not': 1, 'use': 1, 'somebody': 1, 'else': 1, 'cares': 1, 'going': 1, 'first': 1, 'follow': 1, 'stay': 1, 'out': 1, 'danger': 1, 'hello': 1, 're': 1, 'never': 1, 'deal': 1, 'a': 1, 'stranger': 1, 'what': 1, 'hell': 1, 'ladder': 1, 'creaking': 1, 'hermit': 1, 'magician': 1, 'high': 1, 'priestess': 1, 'or': 1, 'death': 1, 'whose': 1, 'face': 1, 'see': 1, 'when': 1, 'take': 1, 'last': 1, 'breath': 1, 'beeping': 1, 'crack': 1, 'next': 1}",0.086,696,19,"{'CARDINAL': 1, 'ORDINAL': 1, 'WORK_OF_ART': 1, 'GPE': 1}","[{']': 0.069, '.""\')': 0.062}, {':': 0.062, 'Voices""\')': 0.048}, {':': 0.065, '.""\')': 0.035}]","['Horror', 'Thriller']"
Janet Planet,"{'.': 21, '?': 13, 'i': 11, 'you': 11, 'do': 9, ',': 9, 'what': 7, 'it': 6, 'to': 6, 'a': 6, ""'s"": 5, 'me': 5, 'of': 4, ""n't"": 4, 'for': 3, 'we': 3, 'about': 3, 'know': 3, 'stop': 3, 'can': 2, 'your': 2, 'fall': 2, 'when': 2, ""'re"": 2, 'my': 2, 'life': 2, 'hell': 2, 'actually': 2, 'the': 2, 'think': 2, 'had': 2, 'maybe': 2, 'so': 2, 'out': 2, 'with': 2, 'friends': 2, 'any': 2, 'make': 2, 'well': 2, 'in': 2, 'and': 2, 'nothing': 2, 'hold': 1, 'hand': 1, 'kind': 1, 'hard': 1, 'asleep': 1, 'holding': 1, 'hands': 1, 'how': 1, 'minute': 1, 'funny': 1, 'every': 1, 'moment': 1, 'is': 1, 'seem': 1, 'very': 1, 'happy': 1, 'lot': 1, 'time': 1, ""'ll"": 1, 'last': 1, 'though': 1, ""'m"": 1, 'pretty': 1, 'unhappy': 1, 'too': 1, 'wayne': 1, 'has': 1, 'migraine': 1, 'headache': 1, 'yesterday': 1, 'he': 1, 'thinks': 1, 'transferred': 1, 'him': 1, 'fun': 1, 'lacy': 1, 'would': 1, 'rather': 1, 'be': 1, 'hanging': 1, 'have': 1, 'why': 1, 'complete': 1, 'mystery': 1, 'beautiful': 1, 'person': 1, 'janet': 1, 'but': 1, 'objectively': 1, 'bad': 1, 'decisions': 1, 'who': 1, 'knows': 1, ""'ve"": 1, 'always': 1, 'this': 1, 'knowledge': 1, 'that': 1, 'could': 1, 'man': 1, 'love': 1, 'if': 1, 'really': 1, 'tried': 1, 'ruined': 1, 'trying': 1, 'before': 1, 'universe': 1, 'existed': 1, 'there': 1, 'was': 1, 'came': 1, 'something': 1, 'bang': 1, 'everything': 1, 'changes': 1, 'an': 1, 'instant': 1, 'are': 1, 'even': 1, 'talking': 1, 'talk': 1, 'others': 1, 'want': 1, 'tell': 1, 'yes': 1}",0.1536458333333333,1085,34,"{'PERSON': 2, 'DATE': 1}","[{'.': 0.042, 'I""\')': 0.037}, {',': 0.032, 'you""\')': 0.032}, {'?': 0.036, 'I""\')': 0.035}]",['Drama']
GHOSTBUSTERS: FROZEN EMPIRE,"{':': 10, '.': 7, 'to': 6, 'ho': 6, 'the': 5, 'ray': 5, '♪♪': 4, 'in': 4, '...': 4, '(': 4, ')': 4, 'weatherman': 3, '’': 3, 'is': 3, '?': 3, 'death': 3, 'your': 3, 'you': 2, ',': 2, 'it': 2, 's': 2, 'there': 2, 'for': 2, 'new': 2, 'like': 2, 'cruel': 2, 'what': 2, 'that': 2, 'hubert': 2, 'of': 2, '!': 2, 'i': 1, 'm': 1, 'telling': 1, 'going': 1, 'be': 1, 'another': 1, 'hot': 1, 'one': 1, 'out': 1, 'fact': 1, 'are': 1, 'heat': 1, 'alerts': 1, 'effect': 1, 'jersey': 1, 'feeling': 1, '100': 1, 'degrees': 1, '♪it': 1, ""'s"": 1, 'a': 1, 'summer♪': 1, '♪leaving': 1, 'me': 1, 'here': 1, 'on': 1, 'my': 1, 'own♪': 1, 'music': 1, 'slows': 1, 'stop': 1, 'distant': 1, 'thunder': 1, 'thunderclap': 1, 'screams': 1, 'first': 1, 'time': 1, 'york': 1, 'history': 1, 'people': 1, 'froze': 1, 'middle': 1, 'july': 1, 'chill': 1, 'power': 1, 'kill': 1, 'by': 1, 'fear': 1, 'itself': 1, 'veins': 1, 'turn': 1, 'rivers': 1, 'ice': 1, 'bones': 1, 'crack': 1, 'and': 1, 'last': 1, 'thing': 1, 'see': 1, 'own': 1, 'tear': 1, 'ducts': 1, 'freezing': 1, 'up': 1, 'literally': 1, 'scared': 1, 'so': 1, 'cool': 1, 'whoa': 1}",-0.0163997933884297,713,12,"{'PERSON': 15, 'GPE': 2, 'QUANTITY': 1, 'ORDINAL': 1, 'DATE': 1}","[{'’': 0.026, '?""\')': 0.025}, {'Weatherman': 0.039, '.""\')': 0.038}, {'Ray': 0.042, '.""\')': 0.034}]","['Fantasy', 'Adventure', 'Comedy']"
Heart Of Stone,"{'.': 29, 'the': 13, 'you': 12, 'no': 7, 'is': 5, 'of': 5, 'what': 4, 'we': 4, ',': 4, 'to': 4, 'a': 4, '!': 4, 'heart': 4, 'know': 3, 'do': 3, 'world': 3, '?': 3, ""'ve"": 3, '-i': 3, 'for': 2, 'only': 2, 'charter': 2, 'in': 2, 'it': 2, 'can': 2, 'or': 2, 'if': 2, 'own': 2, 'i': 2, 'need': 2, ""'re"": 2, ""n't"": 2, ""'m"": 2, 'down': 2, 'signed': 1, 'up': 1, 'friends': 1, 'relationships': 1, 'too': 1, 'important': 1, 'when': 1, 'governments': 1, 'fail': 1, 'thing': 1, 'left': 1, 'most': 1, 'highly': 1, 'trained': 1, 'agents': 1, 'political': 1, 'leanings': 1, 'national': 1, 'allegiances': 1, 'working': 1, 'together': 1, 'keep': 1, 'peace': 1, 'turbulent': 1, '-how': 1, 'many': 1, 'welcome': 1, 'party': 1, '-six': 1, 'them': 1, 'hardly': 1, 'seems': 1, 'fair': 1, 'she': 1, 'developing': 1, 'sense': 1, 'humor': 1, 'hey': 1, 'gives': 1, 'its': 1, 'power': 1, 'crash': 1, 'market': 1, 'drop': 1, 'plane': 1, 'out': 1, 'sky': 1, 'heart…': 1, 'jack': 1, 'your': 1, 'help': 1, 'plotting': 1, 'exit': 1, 'routes': 1, 'been': 1, 'breached': 1, '-what': 1, ""'s"": 1, 'happening': 1, '-all': 1, 'systems': 1, 'are': 1, 'offline': 1, 'lost': 1, 'and': 1, 'now': 1, ""'ll"": 1, 'answer': 1, 'me': 1, 'compromised': 1, 'be': 1, 'trusted': 1, 'standing': 1, 'rachel': 1, 'care': 1, 'have': 1, 'idea': 1, 'they': 1, 'capable': 1, 'shut': 1, 'all': 1, '-showtime': 1, 'think': 1, 'everything': 1, 'about': 1, 'see': 1, 'truth': 1, 'coming': 1, 'chance': 1, 'success': 1, 'just': 1, 'plummeted': 1, ""'cause"": 1, 'got': 1, 'imagination': 1}",0.2294907407407407,1060,36,{'PERSON': 2},"[{'you': 0.031, 'Heart""\')': 0.027}, {'you': 0.046, 'the""\')': 0.034}, {'the': 0.034, 'a""\')': 0.018}]","['Thriller', 'Action']"
Tetris —,"{'.': 39, 'the': 23, 'you': 15, 'is': 14, 'tetris': 13, ',': 12, '?': 11, 'it': 10, ""'s"": 9, 'to': 9, 'i': 8, 'this': 8, 'have': 7, ""n't"": 6, 'a': 6, 'game': 5, 'in': 5, 'do': 5, 'go': 5, 'ever': 4, 'and': 4, 'with': 4, 'your': 4, 'for': 3, 'of': 3, 'tennis': 3, 'world': 3, 'what': 3, 'about': 3, 'soviet': 3, 'union': 3, ""'re"": 3, 'not': 3, 'we': 3, '!': 3, 'perfect': 2, 'most': 2, 'seen': 2, 'still': 2, 'see': 2, 'my': 2, '...': 2, 'get': 2, 'russian': 2, 'inventor': 2, 'he': 2, 'are': 2, 'rights': 2, ""'m"": 2, 'gon': 2, 'na': 2, 'where': 2, 'on': 2, 'be': 2, '♪it': 2, '♪countdown♪': 2, 'lying': 2, 'alexey': 2, 'was': 1, 'beautiful': 1, 'thing': 1, ""'d"": 1, 'played': 1, 'five': 1, 'minutes': 1, 'falling': 1, 'blocks': 1, 'dreams': 1, 'poetry': 1, 'art': 1, 'math': 1, 'all': 1, 'working': 1, 'magical': 1, 'synchronicity': 1, 'combination': 1, 'tetra': 1, 'greek': 1, 'four': 1, 'likes': 1, 'just': 1, 'addictive': 1, 'stays': 1, 'once': 1, 'lifetime': 1, 'opportunity': 1, 'henk': 1, 'only': 1, 'ten': 1, 'other': 1, 'people': 1, 'called': 1, 'boy': 1, 'package': 1, 'can': 1, 'us': 1, 'has': 1, 'worldwide': 1, 'nothing': 1, 'gets': 1, 'out': 1, 'easily': 1, 'moscow': 1, 'walking': 1, 'into': 1, 'country': 1, 'that': 1, 'considers': 1, 'america': 1, 'enemy': 1, 'numero': 1, 'uno': 1, 'okie': 1, 'dokie': 1, 'sure': 1, 'talk': 1, 'wife': 1, 'first': 1, 'pioneers': 1, 'bet': 1, 'house': 1, 'win': 1, 'but': 1, 'literally': 1, 'listen': 1, 'heard': 1, 'our': 1, 'apartment': 1, 'quiet': 1, 'before': 1, 'brilliant': 1, 'make': 1, 'millionaire': 1, 'mr.': 1, 'rogers': 1, 'negotiated': 1, 'soviets': 1, 'here': 1, 'did': 1, 'say': 1, 'speak': 1, 'powerful': 1, 'men': 1, 'communist': 1, 'party': 1, 'watching': 1, 'family': 1, 'know': 1, 'husband': 1, 'hell': 1, 'going': 1, 'changing': 1, 'will': 1, 'left': 1, 'behind': 1, 'want': 1, 'play': 1, 'big': 1, 'boys': 1, 'how': 1, 'works': 1, 'money': 1, 'insane': 1, 'ca': 1, 'protect': 1, 'sometimes': 1, 'got': 1, 'forget': 1, 'rules': 1, '♪will': 1, 'things': 1, 'same': 1, 'again♪': 1, 'final♪': 1, 'criminal': 1, 'implode': 1, 'they': 1, 'everybody': 1, 'home': 1, 'calvary': 1, 'coming': 1, 'time': 1, 'plan': 1, 'woah': 1, 'oh': 1, 'come': 1, 'guys': 1, 'kings': 1, 'cliffhangers': 1, 'too': 1, 'bad': 1, 'final': 1, 'countdown♪': 1}",0.0813131313131313,1960,54,"{'PERSON': 7, 'ORG': 6, 'GPE': 5, 'NORP': 3, 'CARDINAL': 2, 'TIME': 1, 'PRODUCT': 1, 'LOC': 1, 'LANGUAGE': 1}","[{'is': 0.046, 'This""\')': 0.028}, {'.': 0.039, ',""\')': 0.035}, {'.': 0.05, 'n\\\'t""\')': 0.029}]","['Thriller', 'History', 'Drama']"
Upgraded,"{'.': 39, 'you': 17, 'a': 15, 'i': 15, '?': 11, ',': 10, 'to': 9, 'of': 8, ""'s"": 8, 'in': 7, 'the': 7, 'that': 6, 'what': 5, '!': 5, 'for': 5, 'not': 5, 'director': 5, 'do': 4, 'there': 4, ""'re"": 4, 'your': 4, 'new': 4, 'this': 3, 'here': 3, 'she': 3, 'na': 3, 'work': 3, 'got': 3, 'and': 3, 'claire': 3, 'on': 3, 'it': 3, 'london': 3, ""'m"": 3, '...': 3, 'at': 2, 'is': 2, 'but': 2, 'see': 2, ""n't"": 2, 'get': 2, 'dog': 2, 'my': 2, 'difference': 2, 'yeah': 2, 'big': 2, 'day': 2, 'one': 2, 'if': 2, 'art': 2, 'good': 2, 'recommendation': 2, 'than': 2, 'dupont': 2, 'are': 2, 'about': 2, 'anything': 2, '’': 2, 'like': 2, 'an': 2, 'just': 2, 'york': 2, 'being': 2, 'would': 2, 'gon': 2, 'me': 2, 'auction': 2, 'yorker': 2, 'he': 2, 'from': 2, 'look': 1, 'actually': 1, 'depiction': 1, 'swan': 1, 'feel': 1, 'feel…': 1, 'live': 1, 'ronnie': 1, 'could': 1, 'stay': 1, 'ca': 1, 'sister': 1, 'can': 1, 'have': 1, 'sex': 1, 'front': 1, 'today': 1, 'ana': 1, 'they': 1, 'doing': 1, 'those': 1, 'auctions': 1, 'wan': 1, 'top': 1, 'gallery': 1, 'ta': 1, 'no': 1, 'better': 1, 'morning': 1, 'everyone': 1, 'erwins': 1, 'clients': 1, 'walk': 1, 'through': 1, 'door': 1, 'will': 1, 'allow': 1, 'them': 1, 'less': 1, 'perfection': 1, 's': 1, 'massive': 1, 'oil': 1, 'spill': 1, 'back': 1, 'shirt': 1, 'we': 1, 'sociopathic': 1, 'perfectionist': 1, 'or': 1, 'oh': 1, 'god': 1, 'hello': 1, 'boss': 1, 'need': 1, 'extra': 1, 'assistant': 1, 'invited': 1, 'go': 1, 'with': 1, 'flight': 1, 'put': 1, 'leaves': 1, 'four': 1, 'hours': 1, 'economy': 1, ""'ve"": 1, 'been': 1, 'upgraded': 1, 'first': 1, 'class': 1, 'william': 1, 'brings': 1, 'our': 1, 'branch': 1, 'has': 1, 'called': 1, 'office': 1, 'wow': 1, 'seem': 1, 'bit': 1, 'young': 1, 'be': 1, 'youngest': 1, 'company': 1, 'history': 1, 'too': 1, 'busy': 1, 'swanky': 1, 'love': 1, 'take': 1, 'out': 1, 'lied': 1, 'him': 1, 'so': 1, 'many': 1, 'things': 1, 'play': 1, 'reservation': 1, 'tickets': 1, 'evening': 1, 'invite': 1, 'inside': 1, 'excuse': 1, 'happened': 1, 'manners': 1, 'downton': 1, 'abbey': 1, 'mum': 1, 'house': 1, 'charge': 1, 'jealous': 1, 'hannah': 1, 'montana': 1, 'lifestyle': 1, 'ms.': 1, 'santos': 1, 'word': 1, 'please': 1, 'means': 1, 'fight': 1, 'every': 1, 'single': 1, 'rocky': 1, 'balboa': 1, 'said': 1, 'isn': 1, 't': 1, 'philly': 1, 'moved': 1, 'brooklyn': 1}",0.1520269660894661,1840,54,"{'PERSON': 11, 'GPE': 6, 'TIME': 2, 'DATE': 1, 'CARDINAL': 1, 'ORDINAL': 1, 'ORG': 1}","[{'!': 0.033, '.""\')': 0.033}, {',': 0.032, 'a""\')': 0.032}, {'I': 0.035, 'you""\')': 0.028}]","['Romance', 'Comedy']"
Spaceman,"{'.': 26, 'i': 17, 'you': 14, ',': 11, 'go': 8, 'your': 6, ""'m"": 5, 'and': 5, 'to': 5, 'not': 4, 'where': 4, 'of': 3, 'are': 3, '?': 3, 'home': 3, 'that': 3, 'he': 3, 'do': 3, 'am': 3, 'doing': 2, 'me': 2, 'wife': 2, ""'s"": 2, ""n't"": 2, 'in': 2, 'be': 2, 'wish': 2, 'help': 2, 'on': 1, 'behalf': 1, 'the': 1, 'euro': 1, 'space': 1, 'program': 1, '189': 1, 'days': 1, 'into': 1, 'solo': 1, 'journey': 1, 'commander': 1, 'prochazka': 1, 'how': 1, 'feeling': 1, 'what': 1, 'is': 1, 'for': 1, 'everyone': 1, 'back': 1, 'makes': 1, 'very': 1, 'proud': 1, 'lenka': 1, 'course': 1, 'sure': 1, 'she': 1, 'looking': 1, 'forward': 1, 'having': 1, 'safe': 1, 'sound': 1, 'well': 1, 'misses': 1, 'his': 1, 'then': 1, 'should': 1, 'have': 1, 'left': 1, 'six': 1, 'months': 1, 'isolation': 1, 'start': 1, 'thinking': 1, 'too': 1, 'much': 1, 'getting': 1, 'interference': 1, 'did': 1, 'intend': 1, 'frighten': 1, 'skinny': 1, 'human': 1, 'afraid': 1, 'losing': 1, 'my': 1, 'mind': 1, 'know': 1, 'if': 1, 'real': 1, 'like': 1, 'an': 1, 'explorer': 1, 'loneliness': 1, 'intrigued': 1, 'why': 1, 'here': 1, 'might': 1, 'assist': 1, 'emotional': 1, 'distress': 1, 'need': 1, 'but': 1, 'right': 1, 'spaceman': 1, 'these': 1, 'thoughts': 1, 'simply': 1, 'finding': 1, 'them': 1, 'with': 1, 'everything': 1, 'begins': 1, 'must': 1, 'end': 1, 'allowing': 1, 'just': 1, 'want': 1, 'come': 1}",0.1912087912087912,973,29,"{'PERSON': 3, 'DATE': 2, 'ORG': 1}","[{'.': 0.034, 'your""\')': 0.03}, {'I': 0.077, 'go""\')': 0.049}, {'you': 0.051, 'I""\')': 0.041}]","['Science Fiction', 'Adventure', 'Drama']"
Ae Watan Mere Watan,"{'.': 25, 'the': 14, ',': 13, 'our': 9, 'we': 8, 'country': 7, 'and': 7, 'it': 7, 'you': 7, 'to': 7, 'will': 7, 'die': 6, 'can': 6, 'this': 6, 'of': 5, 'or': 5, '!': 5, 'radio': 5, 'i': 5, 'british': 4, 'they': 4, 'are': 4, 'do': 4, 'that': 4, '?': 4, 'for': 3, 'think': 3, 'spread': 3, ""'s"": 3, 'me': 3, 'have': 2, 'what': 2, 'wings': 2, 'ability': 2, 'your': 2, 'kill': 2, 'us': 2, 'why': 2, 'run': 2, 'all': 2, 'those': 2, 'how': 2, 'their': 2, 'lies': 2, 'need': 2, 'is': 2, 'from': 2, 'india': 2, 'freedom': 2, 'not': 2, 'end': 2, 'find': 2, 'behind': 2, '-do': 2, 'as': 2, 'ruined': 1, 'good': 1, 'control': 1, 'see': 1, 'speak': 1, 'sadly': 1, 'letting': 1, 'them': 1, 'break': 1, 'walls': 1, 'fear': 1, 'restrict': 1, 'courage': 1, 'soar': 1, 'high': 1, 'because': 1, 'signifies': 1, 'bravery': 1, 'valor': 1, 'doesn': 1, '’': 1, 't': 1, 'matter': 1, 'whether': 1, 'father': 1, 'lives': 1, 'dies': 1, 'merciless': 1, 'robbed': 1, 'feel': 1, 'only': 1, 'there': 1, 'millions': 1, 'indians': 1, ""'ll"": 1, 'throw': 1, 'out': 1, 'who': 1, 'running': 1, 'fight': 1, 'with': 1, 'mere': 1, 'pamphlets': 1, 'truth': 1, 'expose': 1, 'start': 1, 'own': 1, 'station': 1, 'radio…': 1, 'somewhere': 1, 'in': 1, 'become': 1, 'most': 1, 'powerful': 1, 'weapon': 1, 'against': 1, 'tell': 1, 'help': 1, 'struggle': 1, 'my': 1, 'balbirji': 1, 'too': 1, 'final': 1, 'battle': 1, 'destroy': 1, 'hang': 1, 'traitors': 1, 'never': 1, 'knew…': 1, 'doing': 1, 'right': 1, 'thing': 1, 'would': 1, 'hurt': 1, 'so': 1, 'much': 1, 'now': 1, 'be': 1, 'voice': 1, 'nation': 1, 'free': 1, 'slavery': 1, 'must': 1, 'now…': 1, 'but': 1, 'long': 1, 'live': 1, 'let': 1}",0.0086739964580873,1449,34,"{'NORP': 5, 'GPE': 2, 'ORG': 2, 'CARDINAL': 1}","[{'.': 0.051, 'the""\')': 0.042}, {'How': 0.028, 'it""\')': 0.016}, {'our': 0.031, 'can""\')': 0.026}]","['Drama', 'Thriller', 'History']"
